Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,X,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
320,12,s,True,244,77,True,165,False,79,False,72,False,5,6,2.249155045,0.747992992,0.401115894,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
321,519,s,False,244,78,False,165,False,79,True,73,False,5,6,2.841305017,1.340255022,0.400969028,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
322,369,s,True,245,78,True,166,False,79,False,73,False,5,6,2.749807119,1.248676062,0.300901175,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
323,414,s,True,246,78,True,167,False,79,False,73,False,5,6,2.252102137,0.751675129,0.300881147,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
324,335,s,True,247,78,True,168,False,79,False,73,False,5,6,2.348757029,0.847633123,0.300900936,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
325,384,s,True,248,78,True,169,False,79,False,73,False,5,6,1.751135111,0.250025988,0.300986052,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
326,408,s,True,249,78,True,170,False,79,False,73,False,5,6,1.64743185,0.146310091,0.300760031,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
327,466,s,True,250,78,True,171,False,79,False,73,False,5,6,1.853404045,0.352210045,0.300918102,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
328,101,s,True,251,78,True,172,False,79,False,73,False,5,6,1.651702881,0.15121603,0.200585842,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
329,482,s,False,251,79,False,172,False,79,True,74,False,5,6,1.649671078,0.148906946,1.804160118,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
330,491,s,False,251,80,False,172,False,79,True,75,False,5,6,2.348903894,0.847683907,0.401153088,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
332,473,n,False,252,81,False,172,False,80,False,75,True,6,3,1.651036024,0.14989686,3.708919048,Verde,NA,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
333,247,n,True,253,81,False,172,True,81,False,75,False,6,1,2.653963089,1.15277195,0.401314974,Azul,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
334,322,s,True,254,81,True,173,False,81,False,75,False,6,6,2.051706076,0.550835133,0.401070118,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
335,518,n,True,255,81,False,173,True,82,False,75,False,6,1,2.452674866,0.951874018,0.502130032,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
336,270,n,True,256,81,False,173,True,83,False,75,False,6,1,2.949716091,1.448596954,0.802179813,Naranja,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
337,273,n,True,257,81,False,173,True,84,False,75,False,6,2,2.954606056,1.453695059,0.501487017,Naranja,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
338,535,s,False,257,82,False,173,False,84,True,76,False,6,6,2.751072168,1.249988079,0.401108027,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
339,389,s,True,258,82,True,174,False,84,False,76,False,6,6,2.954121828,1.453740835,0.501830101,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
340,31,s,True,259,82,True,175,False,84,False,76,False,6,6,2.153009892,0.651841164,0.300823927,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
341,223,s,False,259,83,False,175,False,84,True,77,False,6,6,2.153144121,0.652073145,0.401682854,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
342,532,s,False,259,84,False,175,False,84,True,78,False,6,6,1.748284101,0.247123003,0.300702095,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
343,504,s,False,259,85,False,175,False,84,True,79,False,6,6,1.953471899,0.45239687,0.300717831,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
344,259,n,True,260,85,False,175,True,85,False,79,False,6,1,2.053744078,0.55261302,0.300835848,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
345,559,n,True,261,85,False,175,True,86,False,79,False,6,1,2.248762846,0.747710943,0.300922871,Naranja,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
346,562,s,False,261,86,False,175,False,86,True,80,False,6,6,1.84773612,0.346547127,0.401192904,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
347,249,n,True,262,86,False,175,True,87,False,80,False,6,1,2.753265142,1.252063036,0.501239061,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
349,432,s,True,264,86,True,176,False,88,False,80,False,6,6,1.748515129,0.24834609,0.501532078,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
350,584,n,True,265,86,False,176,True,89,False,80,False,6,1,2.552206993,1.050973892,0.601541042,Azul,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
351,68,s,True,266,86,True,177,False,89,False,80,False,6,6,1.751957178,0.250775099,0.401185989,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
352,346,s,True,267,86,True,178,False,89,False,80,False,6,6,2.152378082,0.651497126,0.401632071,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
354,530,s,False,267,88,False,178,False,89,True,82,False,6,6,1.648052216,0.146916151,0.300891876,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
355,266,s,False,267,89,False,178,False,89,True,83,False,6,6,1.647008896,0.145832062,0.401211023,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
356,492,s,False,267,90,False,178,False,89,True,84,False,6,6,1.648474932,0.147350073,0.100384951,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
357,22,s,True,268,90,True,179,False,89,False,84,False,6,6,1.647065878,0.145881891,1.303458929,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
358,93,s,True,269,90,True,180,False,89,False,84,False,6,6,2.453505993,0.952386856,2.707048893,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
359,24,s,True,270,90,True,181,False,89,False,84,False,6,6,2.342013836,0.840892792,0.40098691,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
360,84,s,True,271,90,True,182,False,89,False,84,False,6,6,2.750990868,1.249891996,0.401212215,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
361,524,s,False,271,91,False,182,False,89,True,85,False,6,6,2.549015999,1.047971964,0.301032066,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
362,434,s,True,272,91,True,183,False,89,False,85,False,6,6,1.752366066,0.25193119,0.401183844,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
363,194,s,False,272,92,False,183,False,89,True,86,False,6,6,1.653464079,0.152422905,0.400924921,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
365,499,s,False,273,93,False,183,False,90,True,87,False,6,6,2.751055002,1.249971151,0.601536036,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
366,402,n,False,273,94,False,183,False,90,False,87,True,7,2,3.050071001,1.548964024,0.70176506,Verde,NA,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
367,505,s,False,273,95,False,183,False,90,True,88,False,7,6,2.252141953,0.75130415,0.601294041,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
368,394,s,True,274,95,True,184,False,90,False,88,False,7,6,2.248166084,0.747123003,0.401041031,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
369,89,s,True,275,95,True,185,False,90,False,88,False,7,6,2.553702116,1.052567005,0.501339912,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
370,359,n,False,275,96,False,185,False,90,False,88,True,8,1,2.753638983,1.25248313,0.60172987,Naranja,NA,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
371,506,s,False,275,97,False,185,False,90,True,89,False,8,6,2.352051973,0.851794004,0.300993919,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
373,591,n,True,277,97,False,185,True,92,False,89,False,8,1,2.348664999,0.847496033,0.50128603,Naranja,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
375,277,n,True,278,98,False,185,True,93,False,90,False,8,1,1.6516819,0.150542021,1.002465963,Verde,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
376,411,n,False,278,99,False,185,False,93,False,90,True,9,1,3.154675007,1.653825998,0.401003122,Verde,NA,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
377,175,s,False,278,100,False,185,False,93,True,91,False,9,4,3.944571972,2.443388939,0.70375514,Verde,NA,pocos,ruido,1 AN,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
378,64,s,True,279,100,True,186,False,93,False,91,False,9,6,3.255531073,1.754386902,0.401028156,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
379,92,s,True,280,100,True,187,False,93,False,91,False,9,6,2.153525114,0.652359009,1.002542019,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
380,211,s,False,280,101,False,187,False,93,True,92,False,9,6,2.349712849,0.848556995,0.300781012,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
381,371,s,True,281,101,True,188,False,93,False,92,False,9,6,1.746782064,0.245577097,0.702280045,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
382,486,n,True,282,101,False,188,True,94,False,92,False,9,1,2.553111076,1.052340031,0.501362085,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
383,541,n,True,283,101,False,188,True,95,False,92,False,9,2,2.751723051,1.251089811,0.701913118,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
384,235,s,False,283,102,False,188,False,95,True,93,False,9,6,2.648633003,1.147409916,0.501502037,Naranja,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
385,148,s,True,284,102,True,189,False,95,False,93,False,9,6,2.153218985,0.652052879,0.401161909,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
386,355,s,True,285,102,True,190,False,95,False,93,False,9,5,2.65341711,1.152610064,0.401062965,Azul,NA,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
387,265,n,True,286,102,False,190,True,96,False,93,False,9,1,2.249543905,0.748495102,0.50189805,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
388,472,s,True,287,102,True,191,False,96,False,93,False,9,6,2.64961791,1.14930892,0.902402878,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
389,119,s,True,288,102,True,192,False,96,False,93,False,9,6,3.054739952,1.553683043,0.300912142,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
391,107,s,True,290,102,True,193,False,97,False,93,False,9,6,2.452834129,0.951702118,0.401087999,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
392,521,s,False,290,103,False,193,False,97,True,94,False,9,6,4.35307622,2.851906061,0.300825119,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
393,82,s,True,291,103,True,194,False,97,False,94,False,9,5,2.047976017,0.546891928,0.300745964,Verde,NA,pocos,senal,4 AS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
394,118,s,True,292,103,True,195,False,97,False,94,False,9,6,1.751468182,0.250416994,0.3008461,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
395,131,s,True,293,103,True,196,False,97,False,94,False,9,6,1.85202384,0.350853205,0.401139021,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
396,546,s,False,293,104,False,196,False,97,True,95,False,9,6,2.452681065,0.951899052,0.401140928,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
397,392,s,True,294,104,True,197,False,97,False,95,False,9,5,3.054975033,1.553783894,0.501992941,Verde,NA,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
398,208,n,True,295,104,False,197,True,98,False,95,False,9,1,2.749063015,1.247882128,0.301975966,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
400,44,n,False,296,105,False,197,False,99,False,95,True,10,1,2.549676895,1.048487902,0.50188899,Verde,NA,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
401,252,n,True,297,105,False,197,True,100,False,95,False,10,1,2.152374983,0.651207924,0.401268005,Verde,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
403,582,n,True,299,105,False,197,True,102,False,95,False,10,1,1.851786137,0.351083994,0.601374865,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
404,514,s,False,299,106,False,197,False,102,True,96,False,10,6,1.851046801,0.350453854,0.401176929,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
406,377,s,True,301,106,True,198,False,103,False,96,False,10,6,2.753606081,1.252548933,0.501657009,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
407,35,s,True,302,106,True,199,False,103,False,96,False,10,6,1.852401018,0.351308823,0.401089191,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
408,577,n,True,303,106,False,199,True,104,False,96,False,10,1,2.653566122,1.152539015,0.401540041,Azul,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
409,5,s,True,304,106,True,200,False,104,False,96,False,10,6,2.553604126,1.052513123,0.401123047,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
410,66,s,True,305,106,True,201,False,104,False,96,False,10,6,2.454031944,0.952853918,0.401175022,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
411,575,n,True,306,106,False,201,True,105,False,96,False,10,1,2.753249884,1.25246501,0.300905943,Naranja,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
412,158,s,True,307,106,True,202,False,105,False,96,False,10,6,3.757184029,2.256052017,1.102874994,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
413,487,n,True,308,106,False,202,True,106,False,96,False,10,1,2.238553047,0.737502098,0.401076078,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
414,156,s,True,309,106,True,203,False,106,False,96,False,10,6,2.053512812,0.552324772,0.501045942,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
416,212,s,False,310,107,False,203,False,107,True,97,False,10,6,2.3490839,0.848792076,0.401080132,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
417,400,s,True,311,107,True,204,False,107,False,97,False,10,6,1.846772194,0.345638037,0.401723146,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
418,79,s,True,312,107,True,205,False,107,False,97,False,10,6,1.847647905,0.346462965,0.301779032,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
419,571,s,False,312,108,False,205,False,107,True,98,False,10,6,2.253020048,0.752065897,0.501379013,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
420,593,s,False,312,109,False,205,False,107,True,99,False,10,6,1.947435856,0.446284056,0.402493954,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
421,554,s,False,312,110,False,205,False,107,True,100,False,10,6,1.852720976,0.351488829,0.401253939,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
422,80,s,True,313,110,True,206,False,107,False,100,False,10,6,1.748414993,0.247232914,0.401151896,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
423,244,s,False,313,111,False,206,False,107,True,101,False,10,6,1.646634817,0.145493031,0.300786972,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
424,228,s,False,313,112,False,206,False,107,True,102,False,10,6,1.651712894,0.150613785,4.51093483,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
426,104,s,True,315,112,True,207,False,108,False,102,False,10,6,1.852278948,0.351066828,0.401023149,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
427,33,s,True,316,112,True,208,False,108,False,102,False,10,6,1.751812935,0.250650883,0.401079178,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
428,29,s,True,317,112,True,209,False,108,False,102,False,10,6,2.955106974,1.453912973,0.300824165,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
429,97,s,True,318,112,True,210,False,108,False,102,False,10,6,1.753053904,0.252000809,0.401690006,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
430,474,s,True,319,112,True,211,False,108,False,102,False,10,6,1.65220809,0.151057959,0.200615883,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
431,548,s,False,319,113,False,211,False,108,True,103,False,10,6,1.852169991,0.351071835,0.300895214,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
432,333,s,True,320,113,True,212,False,108,False,103,False,10,6,1.747596979,0.246397972,0.300961971,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
433,257,n,True,321,113,False,212,True,109,False,103,False,10,1,2.354485035,0.853324175,0.802118063,Naranja,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
434,2,s,True,322,113,True,213,False,109,False,103,False,10,6,2.754802942,1.253754854,0.401034832,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
436,170,s,False,323,114,False,213,False,110,True,104,False,10,6,1.940099001,0.439225912,0.601626873,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
438,437,s,True,325,114,True,214,False,111,False,104,False,10,6,2.34777689,0.84662199,0.4010818,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
439,381,s,True,326,114,True,215,False,111,False,104,False,10,6,1.650607109,0.149985075,0.401278019,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
440,28,s,True,327,114,True,216,False,111,False,104,False,10,6,1.852123022,0.350922823,0.401125908,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
441,4,s,True,328,114,True,217,False,111,False,104,False,10,6,1.952363968,0.451280117,0.501304865,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
442,251,n,True,329,114,False,217,True,112,False,104,False,10,1,2.154252052,0.653112173,0.501366854,Naranja,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
443,484,s,False,329,115,False,217,False,112,True,105,False,10,6,1.652710915,0.151627064,0.401176929,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
444,357,n,False,329,116,False,217,False,112,False,105,True,11,2,2.252228975,0.751453876,0.802204847,Verde,NA,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
445,227,n,True,330,116,False,217,True,113,False,105,False,11,2,2.353390932,0.852169991,0.401190996,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
446,220,s,False,330,117,False,217,False,113,True,106,False,11,6,1.852182865,0.35097909,0.401124001,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
447,275,n,True,331,117,False,217,True,114,False,106,False,11,2,2.45359087,0.952486038,0.401322842,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
448,501,n,True,332,117,False,217,True,115,False,106,False,11,2,2.654788017,1.153625965,0.701718092,Naranja,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
449,468,s,True,333,117,True,218,False,115,False,106,False,11,6,1.848485947,0.347362995,0.701847076,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
450,349,s,True,334,117,True,219,False,115,False,106,False,11,6,1.749760866,0.249252081,0.400915861,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
452,147,s,True,336,117,True,220,False,116,False,106,False,11,6,1.953129053,0.4519701,0.300903082,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
453,36,s,True,337,117,True,221,False,116,False,106,False,11,6,1.650673866,0.149604797,0.300931931,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
454,550,n,True,338,117,False,221,True,117,False,106,False,11,1,2.654070854,1.152944803,0.300909042,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
455,498,s,False,338,118,False,221,False,117,True,107,False,11,6,1.846975088,0.345849037,0.401134014,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
456,153,s,True,339,118,True,222,False,117,False,107,False,11,6,2.955444813,1.454357862,0.401194811,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
457,225,s,False,339,119,False,222,False,117,True,108,False,11,6,2.654983997,1.154489994,0.301197767,Naranja,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
458,382,s,True,340,119,True,223,False,117,False,108,False,11,6,1.951282978,0.450673819,0.300806046,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
459,444,s,True,341,119,True,224,False,117,False,108,False,11,6,1.851746082,0.351071119,0.300917864,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
460,553,s,False,341,120,False,224,False,117,True,109,False,11,6,1.747197151,0.246132135,0.300935984,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
462,364,n,False,342,121,False,224,False,118,False,109,True,12,2,1.647168875,0.145987988,1.303508997,Purpura,NA,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
463,214,n,True,343,121,False,224,True,119,False,109,False,12,2,3.051229954,1.550468922,0.401222944,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
464,531,s,False,343,122,False,224,False,119,True,110,False,12,6,1.647717953,0.146532059,0.40109396,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
465,274,s,False,343,123,False,224,False,119,True,111,False,12,6,1.847265005,0.346168995,0.400935888,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
466,515,s,False,343,124,False,224,False,119,True,112,False,12,6,2.553358793,1.05223012,0.501847982,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
468,596,n,True,345,124,False,224,True,121,False,112,False,12,1,2.148339033,0.647619963,0.501860142,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
469,113,s,True,346,124,True,225,False,121,False,112,False,12,6,3.25524497,1.754098892,0.902201891,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
470,413,s,True,347,124,True,226,False,121,False,112,False,12,5,2.652909994,1.152178049,0.401185989,Naranja,NA,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
471,522,s,False,347,125,False,226,False,121,True,113,False,12,6,1.747327805,0.246258974,0.300698996,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
472,54,s,True,348,125,True,227,False,121,False,113,False,12,6,1.64708209,0.145889997,0.401154995,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
473,361,s,True,349,125,True,228,False,121,False,113,False,12,6,1.74753499,0.246394873,0.401170015,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
474,234,s,False,349,126,False,228,False,121,True,114,False,12,6,1.646952868,0.145830154,0.401087046,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
475,542,s,False,349,127,False,228,False,121,True,115,False,12,5,2.552663803,1.051962852,0.601869822,Azul,NA,muchos,ruido,2 BN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
476,100,s,True,350,127,True,229,False,121,False,115,False,12,6,2.55467701,1.053595066,0.300885916,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
478,42,s,True,351,128,True,230,False,121,False,116,False,12,6,2.047767162,0.546692133,0.401530027,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
